ts,rss_mb,frame_ms_ewma,queue_len,queue_cap,queue_dropped,budget_chart,budget_instant,budget_preview,gui_interval_ms,guardrail,background
1773390576.614736,134.117,0.000,0,24,0,2,2,1,300,0,1
1773390578.596941,134.031,0.000,0,24,0,2,2,1,300,0,1
1773390580.596785,134.031,0.000,0,24,0,2,2,1,300,0,1
1773390582.596894,134.035,0.000,0,24,0,2,2,1,300,0,1
1773390584.597662,134.035,0.000,0,24,0,2,2,1,300,0,1
1773390586.597195,134.035,0.000,0,24,0,2,2,1,300,0,1
1773390588.597292,134.039,0.000,0,24,0,2,2,1,300,0,1
1773390590.598174,134.043,0.000,0,24,0,2,2,1,300,0,1
1773390592.598497,134.043,0.000,0,24,0,2,2,1,300,0,1
1773390594.613118,134.043,0.000,0,24,0,2,2,1,300,0,1
1773390596.615189,134.043,0.000,0,24,0,2,2,1,300,0,1
1773390598.613976,134.043,0.000,0,24,0,2,2,1,300,0,1
1773390600.613956,134.043,0.000,0,24,0,2,2,1,300,0,1
1773390602.614207,134.043,0.000,0,24,0,2,2,1,300,0,1
1773390604.614304,134.086,0.000,0,24,0,2,2,1,300,0,1
1773390606.614452,134.086,0.000,0,24,0,2,2,1,300,0,1
1773390608.613484,134.090,0.000,0,24,0,2,2,1,300,0,1
1773390610.614763,134.090,0.000,0,24,0,2,2,1,300,0,1
1773390612.613740,134.094,0.000,0,24,0,2,2,1,300,0,1
1773390614.613605,134.094,0.000,0,24,0,2,2,1,300,0,1
1773390616.613749,134.094,0.000,0,24,0,2,2,1,300,0,1
1773390804.377828,134.344,0.000,0,24,0,2,2,1,300,0,1
1773390806.364200,134.258,0.000,0,24,0,2,2,1,300,0,1
1773390808.363360,134.258,0.000,0,24,0,2,2,1,300,0,1
1773390810.363873,134.258,0.000,0,24,0,2,2,1,300,0,1
1773390812.364312,134.262,0.000,0,24,0,2,2,1,300,0,1
1773390814.364091,134.262,0.000,0,24,0,2,2,1,300,0,1
1773390816.364191,134.266,0.000,0,24,0,2,2,1,300,0,1
1773390818.362452,134.270,0.000,0,24,0,2,2,1,300,0,1
1773390820.364005,134.270,0.000,0,24,0,2,2,1,300,0,1
1773390822.364524,134.270,0.000,0,24,0,2,2,1,300,0,1
1773390824.364315,134.270,0.000,0,24,0,2,2,1,300,0,1
1773390826.363575,134.270,0.000,0,24,0,2,2,1,300,0,1
1773390828.362661,134.270,0.000,0,24,0,2,2,1,300,0,1
1773390830.364322,134.270,0.000,0,24,0,2,2,1,300,0,1
1773390832.364465,134.312,0.000,0,24,0,2,2,1,300,0,1
1773390834.363498,134.312,0.000,0,24,0,2,2,1,300,0,1
1773390836.364213,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390838.363905,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390840.363518,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390842.363310,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390844.364345,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390846.364146,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390848.363886,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390850.364115,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390852.379179,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390854.378681,134.316,0.000,0,24,0,2,2,1,300,0,1
1773390856.379632,134.324,0.000,0,24,0,2,2,1,300,0,1
1773390858.378521,134.324,0.000,0,24,0,2,2,1,300,0,1
1773390860.378968,134.324,0.000,0,24,0,2,2,1,300,0,1
1773390862.379443,134.277,0.000,0,24,0,2,2,1,300,0,1
1773390864.379697,134.277,0.000,0,24,0,2,2,1,300,0,1
1773390866.379659,134.277,0.000,0,24,0,2,2,1,300,0,1
1773390868.378693,134.277,0.000,0,24,0,2,2,1,300,0,1
1773390870.379213,134.277,0.000,0,24,0,2,2,1,300,0,1
1773390872.379503,134.277,0.000,0,24,0,2,2,1,300,0,1
1773390874.379611,134.277,0.000,0,24,0,2,2,1,300,0,1
1773390876.379369,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390878.377977,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390880.379984,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390882.378809,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390884.379197,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390886.379445,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390888.378851,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390890.380196,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390892.380244,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390894.379494,134.285,0.000,0,24,0,2,2,1,300,0,1
1773390896.378918,134.289,0.000,0,24,0,2,2,1,300,0,1
1773390898.379178,134.289,0.000,0,24,0,2,2,1,300,0,1
1773390900.378763,134.289,0.000,0,24,0,2,2,1,300,0,1
1773390902.379659,134.289,0.000,0,24,0,2,2,1,300,0,1
1773390904.379000,134.293,0.000,0,24,0,2,2,1,300,0,1
1773390906.379491,134.293,0.000,0,24,0,2,2,1,300,0,1
1773390908.379103,134.293,0.000,0,24,0,2,2,1,300,0,1
1773390910.378985,134.293,0.000,0,24,0,2,2,1,300,0,1
1773390912.378678,134.293,0.000,0,24,0,2,2,1,300,0,1
1773390914.378241,134.293,0.000,0,24,0,2,2,1,300,0,1
1773390916.379766,134.297,0.000,0,24,0,2,2,1,300,0,1
1773390918.379221,134.297,0.000,0,24,0,2,2,1,300,0,1
1773390920.379442,134.297,0.000,0,24,0,2,2,1,300,0,1
1773391656.147522,151.305,0.000,0,24,0,8,8,3,100,0,0
1773391658.128927,151.309,0.000,0,24,0,8,8,3,100,0,0
1773391660.128240,151.309,0.000,0,24,0,8,8,3,100,0,0
1773391662.128776,151.312,0.000,0,24,0,8,8,3,100,0,0
1773391664.130083,151.316,0.000,0,24,0,8,8,3,100,0,0
1773391666.129519,151.316,0.000,0,24,0,8,8,3,100,0,0
1773391668.129338,151.316,0.000,0,24,0,8,8,3,100,0,0
1773391670.128358,151.320,0.000,0,24,0,8,8,3,100,0,0
1773391672.128667,151.320,0.000,0,24,0,8,8,3,100,0,0
1773391674.129570,151.320,0.000,0,24,0,8,8,3,100,0,0
1773391676.128992,151.234,0.000,0,24,0,8,8,3,100,0,0
1773391678.128758,151.234,0.000,0,24,0,8,8,3,100,0,0
1773391680.128815,151.234,0.000,0,24,0,8,8,3,100,0,0
1773391682.128932,150.977,0.000,0,24,0,8,8,3,100,0,0
1773391684.129969,150.977,0.000,0,24,0,8,8,3,100,0,0
1773391686.130113,150.977,0.000,0,24,0,8,8,3,100,0,0
1773391688.128809,150.977,0.000,0,24,0,8,8,3,100,0,0
1773391690.129143,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391692.130164,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391694.130284,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391696.130194,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391698.129525,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391700.129333,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391702.128957,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391704.128731,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391706.130775,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391708.129863,150.980,0.000,0,24,0,8,8,3,100,0,0
1773391710.129056,150.988,0.000,0,24,0,8,8,3,100,0,0
1773391712.129139,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391714.129211,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391716.129237,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391718.129527,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391720.128649,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391722.129212,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391724.129325,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391726.129050,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391728.128737,150.930,0.000,0,24,0,8,8,3,100,0,0
1773391730.129371,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391732.129722,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391734.129155,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391736.128985,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391738.127979,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391740.129684,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391742.129344,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391744.129204,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391746.128693,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391748.129559,150.934,0.000,0,24,0,8,8,3,100,0,0
1773391750.129069,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391752.143162,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391754.129332,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391756.129491,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391758.128938,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391760.128681,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391762.129340,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391764.128004,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391766.129984,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391768.128695,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391770.128606,150.941,0.000,0,24,0,8,8,3,100,0,0
1773391772.129455,150.941,0.000,0,24,0,8,8,3,100,0,0
1773391774.129117,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391776.129363,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391778.129307,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391780.129195,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391782.129086,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391784.128852,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391786.128617,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391788.128915,150.938,0.000,0,24,0,8,8,3,100,0,0
1773391790.128727,150.941,0.000,0,24,0,8,8,3,100,0,0
1773391792.129925,150.941,0.000,0,24,0,8,8,3,100,0,0
1773391794.129212,150.941,0.000,0,24,0,8,8,3,100,0,0
1773391796.129395,150.941,0.000,0,24,0,8,8,3,100,0,0
1773391798.129628,150.945,0.000,0,24,0,8,8,3,100,0,0
1773391800.129681,150.945,0.000,0,24,0,8,8,3,100,0,0
1773391802.128588,150.945,0.000,0,24,0,8,8,3,100,0,0
1773391804.129444,150.945,0.000,0,24,0,8,8,3,100,0,0
1773391806.128624,150.945,0.000,0,24,0,8,8,3,100,0,0
1773391808.128947,150.945,0.000,0,24,0,8,8,3,100,0,0
1773391810.129583,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391812.129013,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391814.128193,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391816.130150,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391818.129211,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391820.130078,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391822.130378,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391824.129754,150.949,0.000,0,24,0,8,8,3,100,0,0
1773391826.129615,150.949,0.000,0,24,0,8,8,3,100,0,0
1773392228.985126,150.066,0.000,0,24,0,8,8,3,100,0,0
1773392230.972842,150.070,0.000,0,24,0,8,8,3,100,0,0
1773392232.971785,150.074,0.000,0,24,0,8,8,3,100,0,0
1773392234.971888,150.074,0.000,0,24,0,8,8,3,100,0,0
1773392236.973031,150.078,0.000,0,24,0,8,8,3,100,0,0
1773392238.974101,150.078,0.000,0,24,0,8,8,3,100,0,0
1773392240.971997,150.078,0.000,0,24,0,8,8,3,100,0,0
1773392242.973799,150.082,0.000,0,24,0,8,8,3,100,0,0
1773392244.971737,150.082,0.000,0,24,0,8,8,3,100,0,0
1773392246.971641,150.082,0.000,0,24,0,8,8,3,100,0,0
1773392248.973021,150.082,0.000,0,24,0,8,8,3,100,0,0
1773392250.972697,150.082,0.000,0,24,0,8,8,3,100,0,0
1773392252.972238,150.082,0.000,0,24,0,8,8,3,100,0,0
1773392254.973711,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392256.971713,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392258.972978,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392260.972115,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392262.972504,149.832,0.000,0,24,0,8,8,3,100,0,0
1773392264.973306,149.832,0.000,0,24,0,8,8,3,100,0,0
1773392266.973521,149.832,0.000,0,24,0,8,8,3,100,0,0
1773392268.973378,149.832,0.000,0,24,0,8,8,3,100,0,0
1773392270.973754,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392272.974501,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392274.973213,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392276.972509,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392278.973432,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392280.973179,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392282.973040,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392284.973594,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392286.973063,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392288.973263,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392290.972235,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392292.971755,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392294.973647,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392296.972506,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392298.972738,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392300.972978,149.785,0.000,0,24,0,8,8,3,100,0,0
1773392302.972987,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392304.972877,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392306.973433,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392308.973183,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392310.972731,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392312.973751,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392314.974179,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392316.971733,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392318.973968,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392320.973030,149.789,0.000,0,24,0,8,8,3,100,0,0
1773392322.973412,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392324.973376,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392326.972957,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392328.971682,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392330.973005,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392332.973525,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392334.973289,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392336.971685,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392338.972689,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392340.972423,149.793,0.000,0,24,0,8,8,3,100,0,0
1773392342.973251,149.797,0.000,0,24,0,8,8,3,100,0,0
1773392344.972692,149.797,0.000,0,24,0,8,8,3,100,0,0
1773392346.972790,149.797,0.000,0,24,0,8,8,3,100,0,0
1773392348.973155,149.812,0.000,0,24,0,8,8,3,100,0,0
1773392350.972763,149.812,0.000,0,24,0,8,8,3,100,0,0
1773392352.973904,149.812,0.000,0,24,0,8,8,3,100,0,0
1773392354.971728,149.812,0.000,0,24,0,8,8,3,100,0,0
1773392356.972824,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392358.971783,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392360.972473,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392362.971679,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392364.973909,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392366.973413,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392368.973854,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392370.972034,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392372.973660,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392374.973446,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392376.973349,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392378.972456,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392380.974011,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392382.973851,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392384.974067,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392386.971772,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392388.972797,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392390.973241,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392392.973681,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392394.971985,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392396.973133,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392398.973656,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392400.972647,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392402.973843,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392404.973805,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392406.972722,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392408.972208,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392410.973551,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392412.973981,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392414.973799,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392416.972982,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392418.973187,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392420.973057,149.816,0.000,0,24,0,8,8,3,100,0,0
1773392422.973657,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392424.971914,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392426.972154,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392428.972893,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392430.972795,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392432.972616,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392434.973765,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392436.975483,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392438.972029,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392440.974406,149.820,0.000,0,24,0,8,8,3,100,0,0
1773392442.972670,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392444.972777,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392446.972182,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392448.973811,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392450.973511,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392452.974382,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392454.972876,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392456.974118,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392458.973411,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392460.974220,149.824,0.000,0,24,0,8,8,3,100,0,0
1773392462.973578,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392464.972508,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392466.972531,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392468.973504,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392470.972493,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392472.972815,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392474.972738,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392476.973622,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392478.973908,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392480.973139,149.828,0.000,0,24,0,8,8,3,100,0,0
1773392482.974753,149.832,0.000,0,24,0,8,8,3,100,0,0
1773392484.974222,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392486.973743,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392488.973594,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392490.973642,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392492.972314,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392494.973757,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392496.972704,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392498.972185,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392500.972536,149.836,0.000,0,24,0,8,8,3,100,0,0
1773392502.972534,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392504.973633,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392506.973825,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392508.973981,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392510.973132,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392512.972494,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392514.973019,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392516.974064,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392518.973299,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392520.972597,149.840,0.000,0,24,0,8,8,3,100,0,0
1773392522.972640,149.844,0.000,0,24,0,8,8,3,100,0,0
1773392524.972187,149.895,0.000,0,24,0,8,8,3,100,0,0
1773392526.973730,149.895,0.000,0,24,0,8,8,3,100,0,0
1773392528.973327,149.898,0.000,0,24,0,8,8,3,100,0,0
1773392530.973661,149.898,0.000,0,24,0,8,8,3,100,0,0
1773392532.973657,149.898,0.000,0,24,0,8,8,3,100,0,0
1773392534.973653,149.898,0.000,0,24,0,8,8,3,100,0,0
1773392536.973557,149.898,0.000,0,24,0,8,8,3,100,0,0
1773392538.974528,149.898,0.000,0,24,0,8,8,3,100,0,0
1773392540.974576,149.898,0.000,0,24,0,8,8,3,100,0,0
1773392542.972997,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392544.973797,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392546.973434,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392548.973839,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392550.973257,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392552.972808,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392554.972203,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392556.972318,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392558.973627,149.902,0.000,0,24,0,8,8,3,100,0,0
1773392560.973373,149.902,0.000,0,24,0,8,8,3,100,0,0
1773393002.016600,151.320,0.000,0,24,0,8,8,3,100,0,0
1773393004.004371,151.324,0.000,0,24,0,8,8,3,100,0,0
1773393006.004323,151.387,0.000,0,24,0,8,8,3,100,0,0
1773393008.004389,161.180,0.022,0,24,0,8,8,3,100,0,0
1773393010.003781,166.918,0.015,0,24,0,8,8,3,100,0,0
1773393012.004186,171.207,3.313,24,24,62,2,2,1,100,1,0
1773393014.003777,171.484,4.844,24,24,167,2,2,1,100,1,0
1773393016.006730,171.754,2.856,24,24,271,2,2,1,100,1,0
1773393018.004397,172.168,2.761,24,24,376,2,2,1,100,1,0
1773393020.003809,172.375,3.025,24,24,481,2,2,1,100,1,0
1773393022.004940,172.672,4.091,24,24,586,2,2,1,100,1,0
1773393024.010971,172.910,4.638,24,24,690,2,2,1,100,1,0
1773393026.003534,173.273,4.839,24,24,795,2,2,1,100,1,0
1773393028.003237,173.301,4.339,24,24,900,2,2,1,100,1,0
1773393030.005652,173.527,3.358,24,24,1004,2,2,1,100,1,0
1773393032.004126,173.746,3.423,24,24,1109,2,2,1,100,1,0
1773393034.003584,173.969,4.776,24,24,1214,2,2,1,100,1,0
1773393036.003747,174.188,5.042,24,24,1320,2,2,1,100,1,0
1773393038.003108,177.305,1.844,24,24,1424,2,2,1,100,1,0
1773393040.004118,177.316,4.568,24,24,1529,2,2,1,100,1,0
1773393042.004253,177.637,3.923,24,24,1634,2,2,1,100,1,0
1773393044.008810,177.941,4.375,24,24,1738,2,2,1,100,1,0
1773393046.004549,178.090,2.910,24,24,1842,2,2,1,100,1,0
1773393048.003332,178.434,4.963,24,24,1948,2,2,1,100,1,0
1773393050.004298,178.629,2.532,24,24,2053,2,2,1,100,1,0
1773393052.013575,178.902,2.662,24,24,2157,2,2,1,100,1,0
1773393054.012872,179.262,2.793,24,24,2262,2,2,1,100,1,0
1773393056.003020,179.480,2.637,24,24,2367,2,2,1,100,1,0
1773393058.007801,179.688,2.997,24,24,2471,2,2,1,100,1,0
1773393060.007783,179.859,2.902,24,24,2576,2,2,1,100,1,0
1773393062.003558,180.055,2.506,24,24,2682,2,2,1,100,1,0
1773393064.003941,180.223,2.600,24,24,2787,2,2,1,100,1,0
1773393066.009023,180.371,4.819,24,24,2890,2,2,1,100,1,0
1773393068.003057,180.547,4.790,24,24,2996,2,2,1,100,1,0
1773393070.003888,180.660,2.907,24,24,3101,2,2,1,100,1,0
1773393072.005517,180.859,3.886,23,24,3205,2,2,1,100,1,0
1773393074.005439,180.984,4.860,24,24,3310,2,2,1,100,1,0
1773393076.003705,181.367,2.586,24,24,3415,2,2,1,100,1,0
1773393078.004257,181.453,2.837,24,24,3520,2,2,1,100,1,0
1773393080.010302,181.609,2.913,24,24,3624,2,2,1,100,1,0
1773393082.003412,181.980,2.822,24,24,3729,2,2,1,100,1,0
1773393084.003661,182.227,3.315,24,24,3834,2,2,1,100,1,0
1773393086.006492,182.285,3.363,23,24,3939,2,2,1,100,1,0
1773393088.003524,182.297,3.120,24,24,4044,2,2,1,100,1,0
1773393090.003890,182.336,3.674,24,24,4149,2,2,1,100,1,0
